Division;Club;Player;Best Pos;Sec. Position;Position;Age;Height;Wage;Transfer Value;Left Foot;Right Foot;Rating;PoM;Minutes;Goals;Mins/Gl;Goals per 90 minutes;xG;NP-xG;xG-OP;xG/90;Conv %;xG/shot;Shot/90;ShT/90;Shots From Outside The Box Per 90 minutes;Shot %;Goals From Outside The Box;Pens;Pen/R;Assists;Asts/90;xA;xA/90;Pas %;Ps A/90;Ch C/90;OP-KP/90;Pr passes/90;Crs A/90;Cr C/90;Cr C/A;OP-Crs A/90;OP-Crs C/90;OP-Cr %;Drb/90;Fouls Against;Off;Poss Lost/90;Poss Won/90;Tck/90;Int/90;Pres A/90;Tck R;Tck A;K Tck;Blk/90;Clr/90;Shts Blckd/90;Fouls Made;Yel;Red cards;Dist/90;Sprints/90;Recurring Injury;Injury Susceptibility;Aer A/90;Hdr %;K Hdrs/90;Clean Sheets;xGP;MLG;Sv %;Svh;Svp;Svt;Goals Conceded;Pens Faced;Pens Saved Ratio;Tgls/90;Tcon/90
Second Division;Leganés;Duk;AM (L);;AM (L), ST (C);26;"5'11""";£5.75K - £8.5K p/w;£180K - £1.8M;Weak;Very Strong;6.91;0;1319;2;659.5;0.1;0.96;0.96;1.04;0.1;11%;0.0505263157894737;1.3;0.5;0.8;37%;1;0;0;0;0.0;0.6;0.0;86%;43.3;0.0;1.2;3.0;3.5;0.6;17;3.5;0.6;17;6.8;12;4;23.4;3.4;1.2;1.8;8.2;75;24;0;0.4;0.8;0.0;9;0;0;11.5;12.1;No recurring injuries;Average;3.9;42;0.1;0;0;0;0;0;0;0;0;0;0;1.0;0.8
Bundesliga 2;Fortuna Düsseldorf;Satoshi Tanaka;DM;;DM, M (C);24;"5'10""";£10.5K - £15.75K p/w;£550K - £5.8M;Very Strong;Reasonable;7.05;1;1321;2;660.5;0.1;1.48;1.48;0.52;0.1;17%;0.123333333333333;0.8;0.2;0.2;25%;1;0;0;3;0.2;4.19;0.3;90%;58.9;0.5;0.5;3.1;0.2;0.0;0;0.2;0.0;0;0.1;10;0;8.3;12.9;0.6;3.1;6.8;60;15;0;0.7;1.2;0.2;6;3;0;12.4;15.0;No recurring injuries;Below Average;1.6;35;0.1;0;0;0;0;0;0;0;0;0;0;0.7;1.4
Serie BKT;Pisa;Idrissa Touré;M (RC);;WB (R), M (RC);28;"6'2""";£30.5K - £44K p/w;£6.8M - £8.4M;Weak;Very Strong;7.29;1;1350;2;675;0.1;1.68;1.68;0.32;0.1;25%;0.21;0.5;0.1;0.0;25%;0;0;0;5;0.3;1.67;0.1;80%;26.5;0.0;0.3;1.0;0.9;0.2;21;0.9;0.2;21;0.5;32;0;2.1;3.5;1.8;0.8;1.7;84;32;1;0.2;0.1;0.1;17;1;0;2.4;4.1;No recurring injuries;Very Low;0.6;56;0.0;0;0;0;0;0;0;0;0;0;0;0.4;0.1
Premier League;Wolves;Mateus Mané;AM (R), ST (C);;AM (RLC), ST (C);19;"5'9""";£1.2K - £1.6K p/w;£850K - £8.6M;Strong;Very Strong;6.50;0;1350;2;675;0.1;1.81;1.81;0.19;0.1;10%;0.0861904761904762;1.4;0.5;1.0;33%;1;0;0;2;0.1;1.12;0.1;87%;33.6;0.1;0.9;1.7;1.0;0.1;6;0.9;0.1;8;0.7;7;5;7.5;3.7;0.3;1.5;2.7;56;9;0;0.2;0.4;0.1;11;0;0;11.7;8.4;No recurring injuries;Below Average;3.7;18;0.0;0;0;0;0;0;0;0;0;0;0;1.0;1.8
Serie BKT;Cremonese;Giuseppe Pezzella;D (L);M (L);D/WB/M (L);29;"6'2""";£16.75K - £19.5K p/w;£4.1M - £8M;Very Strong;Reasonable;7.26;1;1350;2;675;0.1;2.61;2.61;-0.61;0.2;14%;0.186428571428571;0.9;0.3;0.0;29%;0;0;0;2;0.1;1.97;0.1;71%;20.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;12;0;0.0;0.0;2.2;0.0;0.0;100;33;0;0.0;0.0;0.0;19;0;0;0.0;0.0;No recurring injuries;Very Low;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.0;0.0
Serie BKT;Reggiana;Natan Girma;AM (C);M (C), ST (C);M/AM (C), ST (C);24;"6'3""";£8.5K - £14.25K p/w;£800K - £1.8M;Reasonable;Very Strong;6.94;0;1350;2;675;0.1;4.2;4.2;-2.2;0.3;5%;0.105;2.7;1.1;0.0;40%;0;0;0;4;0.3;1.86;0.1;61%;20.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;27;0;0.0;0.0;0.8;0.0;0.0;80;15;0;0.0;0.0;0.0;16;0;0;0.0;0.0;No recurring injuries;Very Low;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.0;0.0
Serie BKT;Palermo;Mattia Bani;D (C);;D (C);32;"6'2""";£13K - £19.5K p/w;Not for Sale;Weak;Very Strong;7.35;0;1350;2;675;0.1;0.55;0.55;1.45;0.0;29%;0.0785714285714286;0.5;0.1;0.0;14%;0;0;0;2;0.1;0;0.0;77%;25.7;0.0;0.1;0.9;0.8;0.1;8;0.8;0.1;8;0.2;11;0;2.7;2.3;2.1;0.5;1.8;91;34;0;0.3;0.4;0.1;16;1;1;3.0;3.7;No recurring injuries;Very Low;1.5;57;0.1;0;0;0;0;0;0;0;0;0;0;0.3;0.3
Serie BKT;Union Brescia;Manuel Marras;AM (RC);M (R), AM (L);M (R), AM (RLC);33;"5'7""";£3.8K - £6K p/w;£35K - £325K;Very Strong;Reasonable;6.98;0;1350;2;675;0.1;3.74;3.74;-1.74;0.2;6%;0.103888888888889;2.4;0.9;0.0;39%;0;0;0;2;0.1;1.47;0.1;69%;20.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;20;0;0.0;0.0;0.6;0.0;0.0;100;9;0;0.0;0.0;0.0;16;0;0;0.0;0.0;No recurring injuries;Very Low;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.0;0.0
Serie BKT;Palermo;Pietro Ceccaroni;D (L);D (L);D (LC);30;"6'2""";£18K - £21K p/w;£2.2M - £4.4M;Very Strong;Reasonable;7.15;0;1350;2;675;0.1;1.06;1.06;0.94;0.1;17%;0.0883333333333333;0.8;0.3;0.1;33%;0;0;0;2;0.1;0.91;0.1;79%;25.5;0.0;0.1;0.6;0.1;0.1;100;0.1;0.1;100;0.0;14;0;1.2;3.4;1.5;0.7;0.5;100;23;1;0.1;0.2;0.1;17;3;1;2.8;0.7;No recurring injuries;Very Low;1.6;71;0.1;0;0;0;0;0;0;0;0;0;0;0.3;0.3
Ligue 1 McDonald's;Brest;Mama Baldé;ST (C);M (R), AM (L);M (R), AM (RL), ST (C);31;"5'9""";£18.25K - £27K p/w;£110K - £1.1M;Weak;Very Strong;6.67;0;1352;2;676;0.1;2.45;1.68;-0.45;0.2;9%;0.111363636363636;1.5;0.6;0.3;41%;0;1;0;1;0.1;0.94;0.1;87%;40.1;0.3;2.1;3.0;5.5;0.9;15;5.5;0.9;16;5.9;20;6;19.4;4.9;1.8;1.7;11.6;68;40;1;0.1;0.6;0.1;17;0;0;11.8;15.0;No recurring injuries;Low;4.5;35;0.1;0;0;0;0;0;0;0;0;0;0;0.9;1.0
Eredivisie;FC Twente;Kristian Nökkvi Hlynsson;AM (C);M (R), AM (L);M (RC), AM (RLC);22;"5'10""";£7.25K - £11K p/w;£5.4M - £9M;Reasonable;Very Strong;6.99;1;1374;2;687;0.1;6.36;6.36;-0.27;0.4;4%;0.129795918367347;3.2;1.4;1.0;45%;1;0;0;2;0.1;3.78;0.2;88%;45.7;0.4;2.0;3.1;1.3;0.5;35;1.3;0.5;35;1.8;8;5;16.4;11.5;0.7;1.8;5.9;79;14;1;0.3;0.5;0.0;8;1;0;12.4;13.9;No recurring injuries;Low;2.8;33;0.0;0;0;0;0;0;0;0;0;0;0;1.0;0.9
Sky Bet Championship;Watford;Othmane Maamma;AM (R);ST (C);AM (R), ST (C);21;"5'11""";£24.5K - £28.5K p/w;£475K - £4.7M;Fairly Strong;Very Strong;6.88;1;1380;2;690;0.1;1.54;1.54;0.46;0.1;17%;0.128333333333333;0.8;0.3;0.1;33%;0;0;0;4;0.3;2.23;0.1;85%;42.4;0.1;1.8;3.2;3.7;0.5;14;3.7;0.5;14;4.7;11;6;19.0;4.2;1.3;2.3;9.5;65;31;2;0.3;0.5;0.0;19;2;0;11.9;13.4;No recurring injuries;Above Average;2.9;36;0.0;0;0;0;0;0;0;0;0;0;0;1.2;1.4
Serie A;U.S. Lecce;Lassana Coulibaly;DM;;DM, M (C);30;"6'0""";£37.5K - £43.5K p/w;£5.2M - £7.6M;Weak;Very Strong;6.53;0;1384;2;692;0.1;1.56;1.56;0.44;0.1;11%;0.0866666666666667;1.2;0.4;0.3;33%;0;0;0;0;0.0;1.61;0.1;92%;8.1;0.1;0.1;0.7;0.0;0.0;0;0.0;0.0;0;0.0;12;0;9.8;10.8;0.1;0.3;0.8;100;2;0;0.1;0.1;0.1;4;2;0;1.6;2.0;No recurring injuries;Very Low;0.3;100;0.0;0;0;0;0;0;0;0;0;0;0;0.5;1.0
First Division;Burgos;Florian Miguel;D (L);WB (L);D (LC), WB (L);30;"5'10""";£6.25K - £9.25K p/w;£275K - £2.7M;Very Strong;Reasonable;6.96;1;1385;2;692.5;0.1;0.43;0.43;1.57;0.0;67%;0.143333333333333;0.2;0.1;0.1;67%;0;0;0;1;0.1;1.7;0.1;90%;47.2;0.1;0.9;4.2;0.6;0.2;30;0.6;0.2;30;0.2;9;1;6.4;10.5;1.6;3.4;3.9;96;26;4;0.5;1.0;0.6;10;2;0;10.5;8.3;No recurring injuries;Below Average;3.8;74;0.5;0;0;0;0;0;0;0;0;0;0;0.9;1.6
Bundesliga;1. FC Magdeburg;Jorrit Hendrix;DM;;DM, M (C);31;"5'11""";£14.25K - £20.5K p/w;Not for Sale;Very Strong;Weak;6.91;0;1397;2;698.5;0.1;1.95;1.95;0.05;0.1;13%;0.121875;1.0;0.2;0.2;19%;0;0;0;5;0.3;0.97;0.1;92%;42.8;0.1;0.6;4.6;3.3;0.6;19;0.2;0.0;0;0.0;6;1;7.8;10.8;1.0;2.9;5.7;75;20;2;0.3;0.4;0.0;13;3;0;9.9;9.6;No recurring injuries;Above Average;2.0;35;0.1;0;0;0;0;0;0;0;0;0;0;1.0;1.4
Jupiler Pro League;KRC Genk;Yaimar Medina;WB (L);;D/WB (L);22;"5'10""";£6.5K - £9.75K p/w;£16M - £21M;Very Strong;Weak;6.93;3;1423;2;711.5;0.1;1.73;1.73;0.27;0.1;20%;0.173;0.6;0.1;0.1;20%;0;0;0;1;0.1;2.39;0.2;88%;58.5;0.4;0.8;6.6;3.9;0.7;18;0.8;0.3;31;1.4;19;2;11.8;13.9;2.6;3.3;8.7;98;42;0;0.6;0.9;0.3;18;2;0;11.3;15.9;No recurring injuries;Average;2.0;29;0.0;0;0;0;0;0;0;0;0;0;0;1.3;0.8
Bundesliga 2;1. FC Kaiserslautern;Semih Şahin;M (C);;DM, M (C);26;"5'10""";£10.25K - £15.75K p/w;£2.4M - £5.2M;Reasonable;Very Strong;6.96;0;1423;2;711.5;0.1;0.45;0.45;1.55;0.0;20%;0.045;0.6;0.2;0.2;30%;0;0;0;2;0.1;1.48;0.1;90%;51.2;0.2;0.8;5.6;0.3;0.0;0;0.3;0.0;0;0.2;11;1;7.2;12.8;1.7;2.0;5.7;82;33;1;0.4;1.3;0.1;9;4;0;11.4;11.3;No recurring injuries;Below Average;1.1;47;0.1;0;0;0;0;0;0;0;0;0;0;1.0;0.8
Bundesliga 2;1. FC Heidenheim 1846;Patrick Mainka;D (C);;D (C);32;"6'4""";£15.5K - £22.5K p/w;£700K - £6.8M;Weak;Very Strong;7.04;1;1501;2;750.5;0.1;0.93;0.93;1.07;0.1;22%;0.103333333333333;0.5;0.1;0.1;22%;0;0;0;0;0.0;1.2;0.1;93%;45.1;0.1;0.1;2.0;0.0;0.0;0;0.0;0.0;0;0.0;3;0;2.5;17.4;0.5;2.2;2.9;80;10;2;0.5;0.4;1.3;12;3;1;9.8;3.3;No recurring injuries;Very Low;6.7;77;1.3;0;0;0;0;0;0;0;0;0;0;1.3;1.0
Sky Bet Championship;Wrexham;Mario Soriano;AM (L);M (L), AM (R);M (LC), AM (RLC);24;"5'4""";£7.5K - £11K p/w;£4.6M - £6M;Fairly Strong;Very Strong;6.92;1;1505;2;752.5;0.1;2.35;2.35;-0.35;0.1;12%;0.138235294117647;1.0;0.4;0.3;41%;0;0;0;3;0.2;4.35;0.3;90%;35.0;0.4;1.3;2.5;2.5;0.4;14;2.5;0.4;15;3.1;6;7;16.5;5.3;0.8;1.4;7.4;87;15;0;0.2;0.5;0.0;25;0;0;9.6;11.1;No recurring injuries;Average;3.2;17;0.0;0;0;0;0;0;0;0;0;0;0;1.0;1.0
Second Division;Almería;Jon Morcillo;AM (L);M (R), ST (C);M/AM (RL), ST (C);28;"6'0""";£20.5K - £26K p/w;£3.5M;Very Strong;Reasonable;7.23;2;1509;2;754.5;0.1;2.84;2.84;-0.84;0.2;6%;0.08875;1.9;0.7;0.5;34%;3;0;0;5;0.3;3.63;0.2;91%;49.1;0.2;2.0;4.0;4.1;0.9;22;4.1;0.9;22;2.7;11;8;15.3;6.7;2.3;2.9;9.2;87;45;0;0.2;0.2;0.0;22;0;0;12.0;14.6;No recurring injuries;Below Average;3.5;44;0.1;0;0;0;0;0;0;0;0;0;0;1.2;1.1
Sky Bet Championship;Burnley;David Carmo;D (C);;D (C);27;"6'5""";£57K - £64K p/w;£8.4M;Very Strong;Reasonable;6.98;1;1530;2;765;0.1;1.37;1.37;0.63;0.1;18%;0.124545454545455;0.6;0.3;0.3;45%;0;0;0;0;0.0;2.48;0.1;92%;44.8;0.1;0.1;1.7;0.0;0.0;0;0.0;0.0;0;0.0;1;0;2.4;15.9;0.5;1.9;2.6;62;13;1;0.4;1.0;0.8;11;1;0;10.6;3.5;No recurring injuries;Above Average;5.4;82;1.6;0;0;0;0;0;0;0;0;0;0;1.4;0.8
Ligue 1 McDonald's;Brest;Hugo Magnetti;DM;;DM, M (C);28;"5'8""";£21K - £24K p/w;£8.2M - £10M;Reasonable;Very Strong;7.02;0;1566;2;783;0.1;0.58;0.58;1.42;0.0;17%;0.0483333333333333;0.7;0.2;0.5;33%;1;0;0;2;0.1;1.61;0.1;91%;56.1;0.3;0.5;4.5;1.7;0.5;30;0.2;0.1;67;0.3;6;0;6.0;11.8;1.6;3.0;6.0;93;29;1;0.9;1.0;0.2;10;2;0;12.3;13.9;No recurring injuries;Below Average;1.2;62;0.1;0;0;0;0;0;0;0;0;0;0;1.1;1.0
Second Division;Málaga;David Larrubia;AM (R);M (R), AM (L);M (R), AM (RLC);24;"5'8""";£4.2K - £4.9K p/w;£325K - £3.2M;Very Strong;Fairly Strong;7.13;3;1585;2;792.5;0.1;4.3;4.3;-2.3;0.2;5%;0.0977272727272727;2.5;0.9;0.8;34%;3;0;0;3;0.2;3.63;0.2;91%;43.0;0.3;1.6;3.3;6.4;1.4;22;3.9;1.0;25;4.4;14;6;13.5;6.0;0.9;1.4;8.5;67;24;0;0.4;0.4;0.0;19;0;0;10.8;11.4;No recurring injuries;Average;3.3;38;0.1;0;0;0;0;0;0;0;0;0;0;1.4;0.6
Second Division;Leonesa;Rubén Sobrino;AM (L);;AM (RL), ST (C);34;"6'1""";£6K - £8.75K p/w;£65K - £210K;Fairly Strong;Very Strong;6.97;1;1614;2;807;0.1;4.14;4.14;-2.14;0.2;7%;0.153333333333333;1.5;0.5;0.2;33%;0;1;100;2;0.1;4.56;0.3;89%;45.7;0.3;2.0;3.8;3.0;0.6;20;3.0;0.6;21;3.3;17;8;18.3;5.4;1.6;2.2;9.0;85;33;0;0.2;0.9;0.0;19;0;0;11.8;17.2;No recurring injuries;Below Average;4.4;29;0.1;0;0;0;0;0;0;0;0;0;0;0.7;1.2
Sky Bet Championship;Stoke;Sorba Thomas;AM (R);M (RL), AM (L);M/AM (RL);27;"6'1""";£28K - £33K p/w;£11M - £13.5M;Reasonable;Very Strong;6.83;0;1619;2;809.5;0.1;2.86;2.86;-0.86;0.2;6%;0.0841176470588235;1.9;0.7;0.7;38%;0;0;0;2;0.1;1.74;0.1;89%;40.7;0.2;1.3;3.2;10.2;1.6;15;3.9;0.3;9;4.4;16;6;19.2;4.3;1.2;1.9;8.7;84;25;1;0.2;0.4;0.0;35;5;0;11.5;13.9;No recurring injuries;Below Average;4.1;41;0.1;0;0;0;0;0;0;0;0;0;0;1.0;1.7
Sky Bet Championship;Burnley;Aaron Ramsey;AM (C);;M/AM (C);23;"5'10""";£15K - £20K p/w;£9.8M - £12M;Reasonable;Very Strong;6.67;1;1639;2;819.5;0.1;1.31;1.31;0.69;0.1;15%;0.100769230769231;0.7;0.2;0.3;31%;1;0;0;8;0.4;5.68;0.3;93%;10.9;0.4;0.7;1.1;0.1;0.1;50;0.1;0.1;50;0.3;12;1;13.2;10.5;0.2;0.2;0.8;60;5;0;0.1;0.0;0.1;2;1;0;1.4;1.3;No recurring injuries;Above Average;0.3;33;0.0;0;0;0;0;0;0;0;0;0;0;1.8;0.8
Ligue 1 McDonald's;Strasbourg;Diego Moreira;AM (L);WB/M (L), AM (R);WB/M (L), AM (RL);22;"5'10""";£10.75K - £12.5K p/w;£18M - £22M;Very Strong;Reasonable;7.04;3;1648;2;824;0.1;2.61;2.61;-0.61;0.1;5%;0.0636585365853659;2.2;1.0;1.1;44%;1;0;0;5;0.3;2.91;0.2;88%;49.2;0.3;1.5;3.9;3.6;1.0;28;3.6;1.0;29;4.6;19;12;22.9;4.5;1.7;1.5;9.1;78;41;1;0.2;0.4;0.0;18;2;0;12.3;17.9;No recurring injuries;Below Average;2.9;7;0.1;0;0;0;0;0;0;0;0;0;0;1.2;1.1
Jupiler Pro League;Beerschot;Michaël Heylen;D (C);DM;D (C), DM;32;"6'2""";£1.5K - £2.6K p/w;£95K - £950K;Weak;Very Strong;6.88;1;1650;2;825;0.1;1.12;1.12;0.88;0.1;22%;0.124444444444444;0.5;0.2;0.1;33%;1;0;0;0;0.0;0.32;0.0;91%;41.2;0.0;0.2;2.4;0.0;0.0;0;0.0;0.0;0;0.0;10;0;4.0;9.5;0.2;3.1;2.7;31;13;2;0.6;0.9;0.5;11;6;0;9.7;3.2;No recurring injuries;Below Average;5.1;72;0.9;0;0;0;0;0;0;0;0;0;0;0.9;1.4
Jupiler Pro League;Union SG;Anouar Ait El Hadj;AM (C);M (C), AM (L);M (C), AM (LC);24;"5'6""";£5.5K - £8.75K p/w;£250K - £2.6M;Reasonable;Very Strong;6.73;0;1675;2;837.5;0.1;3.03;3.03;-1.03;0.2;6%;0.0918181818181818;1.8;0.8;0.5;45%;0;0;0;2;0.1;2.65;0.1;89%;41.4;0.1;1.7;2.8;5.5;0.9;15;0.8;0.2;20;1.6;12;5;16.3;8.5;0.2;1.5;5.1;100;4;0;0.1;0.5;0.0;10;0;0;11.6;9.9;No recurring injuries;Below Average;3.0;16;0.0;0;0;0;0;0;0;0;0;0;0;1.2;1.3
Sky Bet Championship;Derby;Jack Stephens;D (C);D (R);D (RC);32;"6'1""";£22K - £29K p/w;Not for Sale;Reasonable;Very Strong;6.82;0;1710;2;855;0.1;2.28;2.28;-0.28;0.1;7%;0.0814285714285714;1.5;0.1;0.6;7%;1;0;0;0;0.0;1.08;0.1;92%;41.9;0.0;0.1;1.8;0.1;0.0;0;0.1;0.0;0;0.0;8;0;3.6;16.7;0.5;3.4;2.7;90;10;1;0.9;0.8;0.6;3;2;0;9.7;3.5;No recurring injuries;Below Average;5.5;65;0.8;0;0;0;0;0;0;0;0;0;0;0.7;0.7
Premier League;VTSC;Gonçalo Nogueira;DM, M (C);;DM, M (C);22;"5'11""";£1.5K - £2.4K p/w;Unknown;Very Weak;Very Weak;6.48;0;1799;2;899.5;0.1;1.52;1.52;0.48;0.1;10%;0.0723809523809524;1.1;0.4;0.3;33%;1;0;0;5;0.3;5.1;0.3;0%;0.0;0.6;0.3;0.0;0.0;0.0;0;0.0;0.0;0;0.0;12;0;13.5;10.5;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;4;4;0;0.0;0.0;No recurring injuries;Low;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;1.4;1.4
Ligue 1 McDonald's;Brest;Brendan Chardonnet;D (C);;D (C);31;"6'0""";£19K - £28K p/w;Not for Sale;Weak;Very Strong;7.21;3;1890;2;945;0.1;0.63;0.63;1.37;0.0;17%;0.0525;0.6;0.3;0.2;50%;0;0;0;1;0.0;0.24;0.0;95%;45.2;0.0;0.2;2.1;0.0;0.0;0;0.0;0.0;0;0.1;5;0;3.2;13.9;0.8;3.6;2.1;94;17;8;1.0;1.3;0.7;8;3;0;10.1;4.1;No recurring injuries;Below Average;5.6;73;1.3;0;0;0;0;0;0;0;0;0;0;1.1;1.0
Jupiler Pro League;RSC Anderlecht;Hasan Kuruçay;D (C);;D (C);29;"6'2""";£12.25K - £19.25K p/w;£4.5M - £6M;Reasonable;Very Strong;6.98;1;1980;2;990;0.1;0.88;0.88;1.12;0.0;25%;0.11;0.4;0.1;0.1;38%;0;0;0;1;0.0;2.62;0.1;91%;42.8;0.1;0.3;1.6;0.0;0.0;0;0.0;0.0;0;0.1;4;0;2.8;18.2;0.6;3.1;3.1;78;18;4;0.8;0.9;0.6;9;3;0;10.0;3.5;No recurring injuries;Below Average;5.6;67;0.7;0;0;0;0;0;0;0;0;0;0;1.5;1.0
Premier League;Gil Vicente;Joelson Fernandes;AM (L);;AM (RL);23;"5'7""";£2.2K - £3.4K p/w;Unknown;Very Weak;Very Weak;6.66;0;1001;1;1001;0.1;1.46;1.46;-0.46;0.1;7%;0.0973333333333333;1.3;0.3;0.5;20%;2;0;0;1;0.1;0.51;0.0;87%;44.8;0.0;1.6;3.1;4.0;0.9;22;3.1;0.8;26;3.5;13;4;25.3;3.2;1.0;1.8;9.4;61;18;0;0.7;0.6;0.0;13;0;0;11.5;13.8;No recurring injuries;Average;3.9;21;0.0;0;0;0;0;0;0;0;0;0;0;1.1;1.1
Serie A;Empoli FC;Ridgeciano Haps;D (L);M/AM (L);D/WB/M/AM (L);33;"5'9""";£3.7K - £5.75K p/w;£100K - £1M;Very Strong;Reasonable;6.41;0;1011;1;1011;0.1;0.55;0.55;0.45;0.0;11%;0.0611111111111111;0.8;0.4;0.3;44%;0;0;0;0;0.0;0.47;0.0;82%;45.9;0.2;1.1;5.8;1.7;0.2;10;1.7;0.2;11;1.6;17;3;12.9;6.6;2.2;2.0;6.9;83;30;0;0.1;0.4;0.3;17;0;1;10.3;13.1;No recurring injuries;Very Low;3.0;44;0.1;0;0;0;0;0;0;0;0;0;0;0.4;0.9
Eredivisie;NAC Breda;Charles Andreas Brym;AM (C);AM (R);AM (RLC), ST (C);28;"6'1""";£3K - £4.5K p/w;£750K - £7.4M;Very Strong;Weak;6.55;0;1026;1;1026;0.1;1.73;1.73;-0.73;0.2;6%;0.108125;1.4;0.5;0.4;38%;2;0;0;0;0.0;0.89;0.1;88%;26.3;0.2;0.8;0.4;0.2;0.1;50;0.2;0.1;50;1.2;20;15;29.0;0.3;0.4;0.6;2.5;100;4;0;0.2;0.2;0.0;13;1;0;10.3;5.2;No recurring injuries;Below Average;7.5;38;0.0;0;0;0;0;0;0;0;0;0;0;0.9;1.5
Bundesliga;SV Werder Bremen;Justin Njinmah;AM (R);AM (L), ST (C);AM (RL), ST (C);26;"6'1""";£35K - £54K p/w;£4.4M - £8.8M;Strong;Very Strong;6.66;0;1027;1;1027;0.1;2.11;2.11;-1.11;0.2;7%;0.150714285714286;1.2;0.1;0.3;7%;0;0;0;0;0.0;0.66;0.1;91%;46.4;0.3;1.8;3.2;3.6;0.6;17;3.6;0.6;17;4.8;15;6;17.2;3.9;1.0;1.9;9.5;73;15;0;0.3;1.1;0.0;13;0;0;12.2;14.7;No recurring injuries;Above Average;2.8;44;0.0;0;0;0;0;0;0;0;0;0;0;0.7;1.1
Bundesliga 2;SV Darmstadt 98;Cole Campbell;AM (R);M (R), AM (LC);M (R), AM (RLC);20;"5'7""";£15.25K - £22K p/w;£700K - £7.2M;Very Strong;Reasonable;6.94;0;1030;1;1030;0.1;1.68;1.68;-0.68;0.1;8%;0.14;1.0;0.3;0.3;25%;0;0;0;2;0.2;0.88;0.1;88%;42.7;0.1;1.8;3.2;4.5;1.0;21;4.5;1.0;21;4.8;14;8;19.6;3.5;1.0;2.0;8.7;65;17;0;0.0;0.3;0.0;12;0;0;12.4;12.4;No recurring injuries;Average;3.1;17;0.0;0;0;0;0;0;0;0;0;0;0;1.5;1.5
Eredivisie;PSV;Isaac Babadi;AM (C);M/AM (RL);M/AM (RLC);21;"5'10""";£16.5K - £24K p/w;£31M - £50M;Fairly Strong;Very Strong;6.54;0;1036;1;1036;0.1;2.44;2.44;-1.44;0.2;5%;0.128421052631579;1.7;0.6;0.5;37%;1;0;0;1;0.1;3.56;0.3;90%;13.1;0.4;0.3;1.0;1.0;0.2;18;0.3;0.1;33;0.6;8;0;13.6;9.6;0.1;0.3;1.7;33;3;0;0.1;0.1;0.1;0;0;0;2.2;2.7;No recurring injuries;Below Average;0.4;0;0.0;0;0;0;0;0;0;0;0;0;0;1.1;1.2
Ligue 1 McDonald's;RC Lens;Abdallah Sima;AM (L);ST (C);AM (RL), ST (C);25;"6'2""";£14.5K - £19.75K p/w;£6M - £7.8M;Weak;Very Strong;6.84;1;1036;1;1036;0.1;2.79;2.79;-1.79;0.2;3%;0.093;2.6;0.6;0.7;23%;1;0;0;1;0.1;1.69;0.1;87%;51.4;0.1;1.7;4.3;2.7;0.9;32;2.7;0.9;32;3.8;9;7;24.3;2.9;1.8;1.7;11.0;81;26;0;0.1;0.4;0.0;15;2;0;13.0;14.0;No recurring injuries;High;3.7;51;0.1;0;0;0;0;0;0;0;0;0;0;1.0;0.6
Sky Bet Championship;QPR;Jimmy Dunne;D (R);;D (RC);29;"6'0""";£20.5K - £28.5K p/w;£4.2M - £7M;Reasonable;Very Strong;6.96;1;2082;2;1041;0.1;1.27;1.27;0.73;0.1;13%;0.0846666666666667;0.6;0.2;0.3;27%;1;0;0;1;0.0;0.77;0.0;89%;49.4;0.1;0.9;6.1;1.6;0.2;10;1.6;0.2;11;0.3;7;1;11.2;14.8;1.6;3.0;5.5;78;46;2;0.7;1.5;1.3;31;4;0;11.1;12.3;No recurring injuries;Low;5.1;66;0.6;0;0;0;0;0;0;0;0;0;0;1.1;1.3
Ligue 1 McDonald's;OGC Nice;Antoniu Roca;AM (R);M (L);M/AM (RL);24;"5'11""";£4.6K - £7.25K p/w;£8M;Fairly Strong;Very Strong;6.99;1;1048;1;1048;0.1;4.22;4.22;-3.22;0.4;3%;0.127878787878788;2.8;1.5;0.4;52%;0;0;0;1;0.1;0.97;0.1;91%;46.5;0.1;1.5;3.6;3.9;0.9;24;3.9;0.9;24;5.3;15;2;19.8;4.4;1.6;2.7;9.4;76;25;0;0.3;0.6;0.0;8;0;0;11.9;15.3;Recurring partially torn groin;Very High;2.1;32;0.0;0;0;0;0;0;0;0;0;0;0;1.1;1.0
