Division;Player;Position;Age;Height;Left Foot;Right Foot;Rating;PoM;Minutes;Goals;Mins/Gl;xG;NP-xG;xG-OP;xG/90;Conv %;xG/shot;Shot/90;ShT/90;Shots From Outside The Box Per 90 minutes;Shot %;Goals From Outside The Box;Pens;Pen/R;Team Goals;Assists;xA;xA/90;Pas %;Ps A/90;Ch C/90;OP-KP/90;Pr passes/90;Crs A/90;Cr C/90;OP-Crs A/90;OP-Crs C/90;Drb/90;Off;Poss Lost/90;Poss Won/90;Tck/90;Int/90;Pres A/90;Tck R;Tck A;K Tck;Blk/90;Clr/90;Shts Blckd/90;Fouls Made;Yel;Red cards;Dist/90;Sprints/90;Recurring Injury;Injury Susceptibility;Aer A/90;Hdr %;K Hdrs/90;Clean Sheets;xGP;MLG;Sv %;Svh;Svp;Svt;Goals Conceded;Pens Faced;Pens Saved Ratio
Sky Bet Championship;Max Johnston;D/WB (R), M (RC);22;"6'1""";Fairly Strong;Very Strong;6.91;1;4066;2;2033;1.94;1.94;0.06;0.0;11%;0.102105263157895;0.4;0.1;0.3;32%;0;0;0;48;3;6.33;0.1;85%;44.2;0.2;1.5;4.5;6.5;1.3;6.3;1.3;2.7;7;14.4;11.4;2.2;3.6;10.2;77;130;6;0.6;1.0;0.3;42;2;0;12.7;25.4;No recurring injuries;Below Average;3.6;52;0.2;0;0;1;0;0;0;0;0;0;0
Premier League;Tamble Monteiro;ST (C);25;"6'3""";Reasonable;Very Strong;6.72;0;2594;9;288.222222222222;6.2;6.2;2.8;0.2;14%;0.0953846153846154;2.3;1.2;0.8;52%;2;1;100;25;0;1.45;0.1;89%;24.1;0.1;0.7;0.5;0.3;0.0;0.3;0.0;0.7;23;23.8;1.8;0.1;0.8;1.7;100;2;0;0.2;0.2;0.0;30;1;0;10.3;5.5;No recurring injuries;High;8.1;33;0.1;0;0;0;0;0;0;0;0;0;0
Bundesliga 2;Shin Yamada;AM (RL), ST (C);25;"5'9""";Reasonable;Very Strong;6.70;0;1020;6;170;5.86;5.86;0.14;0.5;18%;0.177575757575758;2.9;1.2;0.8;42%;1;0;0;11;0;0.57;0.1;88%;26.1;0.1;0.4;0.4;0.4;0.1;0.4;0.1;1.1;10;21.3;1.1;0.3;1.0;1.3;75;4;0;0.2;0.1;0.0;11;0;0;10.1;5.0;No recurring injuries;Below Average;8.6;24;0.0;0;0;0;0;0;0;0;0;0;0
First Division;Rubén Sánchez;D/WB/M (R);25;"6'0""";Reasonable;Very Strong;6.63;1;1707;0;0;0.76;0.76;-0.76;0.0;0%;0.126666666666667;0.3;0.1;0.1;17%;0;0;0;24;1;2.24;0.1;89%;47.9;0.2;0.9;5.9;2.4;0.3;2.4;0.3;1.5;2;16.7;10.1;2.1;3.8;8.1;87;45;0;0.5;0.8;0.4;25;3;0;11.4;16.0;No recurring injuries;Below Average;3.7;56;0.2;0;0;0;0;0;0;0;0;0;0
Ligue 1 McDonald's;Chidozie Awaziem;D (RC);29;"6'2""";Reasonable;Very Strong;6.64;0;1516;0;0;0.18;0.18;-0.18;0.0;0%;0.06;0.2;0.1;0.1;33%;0;0;0;13;0;0.27;0.0;93%;42.0;0.1;0.1;1.7;0.2;0.0;0.2;0.0;0.1;1;4.5;12.3;0.7;1.9;2.2;75;16;2;0.5;1.1;0.9;12;5;0;10.4;4.1;No recurring injuries;Below Average;5.3;59;1.5;0;0;0;0;0;0;0;0;0;0
Ligue 1 McDonald's;Jérémy Jacquet;D (C);20;"6'2""";Reasonable;Very Strong;6.77;0;3026;1;3026;2.87;2.87;-1.87;0.1;5%;0.1435;0.6;0.1;0.2;25%;1;0;0;39;1;0.68;0.0;93%;45.2;0.0;0.1;2.4;0.1;0.1;0.1;0.1;0.1;1;3.2;14.0;0.3;2.6;2.3;48;23;4;0.5;0.6;0.7;17;6;0;9.8;4.3;No recurring injuries;Average;5.3;81;1.4;0;0;0;0;0;0;0;0;0;0
Bundesliga;Arijon Ibrahimović;M (L), AM (RLC);20;"5'10""";Reasonable;Very Strong;6.93;2;2510;4;627.5;4.48;4.48;-0.48;0.2;10%;0.114871794871795;1.4;0.4;0.5;31%;1;1;100;25;3;3.82;0.1;89%;41.5;0.1;1.5;2.8;2.9;0.9;2.4;0.9;4.2;11;20.5;4.4;1.3;2.3;9.8;81;43;0;0.3;0.6;0.0;36;2;0;11.6;15.2;No recurring injuries;Above Average;3.9;38;0.0;0;0;0;0;0;0;0;0;0;0
Second Division;Iñigo Córdoba;M (L), AM (RL), ST (C);29;"5'11""";Very Strong;Weak;6.96;3;2917;6;486.166666666667;3.03;3.03;2.97;0.1;18%;0.0918181818181818;1.0;0.4;0.2;36%;1;0;0;38;8;4.09;0.1;90%;42.3;0.2;1.4;3.1;3.5;1.0;3.4;1.0;3.4;15;16.7;5.0;1.1;1.9;9.3;78;45;2;0.4;0.6;0.0;42;0;0;11.2;13.3;No recurring injuries;Below Average;4.4;45;0.0;0;0;0;0;0;0;0;0;0;0
Bundesliga 2;Marvin Wanitzek;M/AM (LC);33;"5'10""";Reasonable;Very Strong;6.62;0;3084;7;440.571428571429;11.51;10.7;-4.51;0.3;10%;0.164428571428571;2.0;0.7;0.5;34%;1;1;0;34;8;7.97;0.2;91%;2.2;0.4;0.3;0.2;4.5;0.9;0.1;0.0;0.0;0;13.1;11.7;0.1;0.2;0.4;100;4;0;0.0;0.0;0.0;5;5;0;0.5;0.8;No recurring injuries;Very Low;0.1;100;0.0;0;0;1;0;0;0;0;0;0;0
First Division;Martín Satriano;ST (C);25;"6'2""";Reasonable;Very Strong;6.74;0;1109;4;277.25;6.66;6.66;-2.66;0.5;6%;0.0938028169014085;5.8;2.1;2.5;37%;1;0;0;9;0;1.11;0.1;90%;32.4;0.1;0.6;0.6;0.2;0.1;0.2;0.1;0.8;6;21.7;1.3;0.2;1.2;1.1;67;3;0;0.2;0.2;0.0;8;0;0;10.8;8.7;No recurring injuries;Average;8.8;44;0.1;0;0;0;0;0;0;0;0;0;0
Ligue 1 McDonald's;Mohamed-Ali Cho;AM (RL), ST (C);22;"6'0""";Very Strong;Reasonable;6.73;0;2167;7;309.571428571429;6.55;6.55;0.45;0.3;11%;0.103968253968254;2.6;1.0;1.2;40%;3;0;0;28;2;2.32;0.1;89%;37.5;0.2;1.3;1.9;2.0;0.4;1.9;0.4;2.8;14;12.3;3.5;0.6;1.4;6.3;63;24;0;0.1;0.3;0.0;24;1;0;11.7;10.9;No recurring injuries;Below Average;4.9;24;0.0;0;0;0;0;0;0;0;0;0;0
Bundesliga 2;Kwon Hyeok-Kyu;DM, M (C);25;"6'4""";Fairly Strong;Very Strong;6.66;0;1272;1;1272;0.41;0.41;0.59;0.0;17%;0.0683333333333333;0.4;0.1;0.1;17%;0;0;0;20;0;0.64;0.0;91%;40.8;0.1;0.3;3.0;0.0;0.0;0.0;0.0;0.2;0;8.4;9.9;0.7;2.5;5.7;63;16;2;0.6;0.8;0.1;8;3;0;9.5;10.3;No recurring injuries;Above Average;2.7;79;0.4;0;0;0;0;0;0;0;0;0;0
Bundesliga;Omar Traoré;D/WB (R);28;"6'2""";Weak;Very Strong;6.86;1;2480;1;2480;1.58;1.58;-0.58;0.1;5%;0.0831578947368421;0.7;0.1;0.3;21%;0;0;0;24;1;3.55;0.1;87%;50.8;0.1;0.9;6.8;1.9;0.3;1.9;0.3;1.2;6;14.9;9.6;1.6;2.9;7.7;70;63;3;0.6;1.2;0.6;40;2;0;11.7;16.4;No recurring injuries;Average;4.0;74;0.5;0;0;0;0;0;0;0;0;0;0
First Division;Matías Moreno;D (C);22;"6'4""";Weak;Very Strong;6.93;2;2753;1;2753;0.69;0.69;0.31;0.0;8%;0.0575;0.4;0.1;0.1;33%;0;0;0;33;2;1.1;0.0;95%;43.6;0.1;0.1;1.9;0.1;0.0;0.1;0.0;0.0;1;3.7;13.1;0.5;3.2;2.5;94;17;4;0.7;1.0;1.1;12;3;0;10.1;3.5;No recurring injuries;Below Average;5.4;76;1.3;0;0;0;0;0;0;0;0;0;0
Second Division;Pablo Ramón;D (RLC);24;"6'0""";Fairly Strong;Very Strong;6.88;0;3285;0;0;1.49;1.49;-1.49;0.0;0%;0.114615384615385;0.4;0.1;0.1;15%;0;0;0;43;0;1.9;0.1;94%;43.5;0.1;0.2;2.2;0.1;0.0;0.1;0.0;0.1;0;3.3;17.2;0.6;3.1;3.1;68;31;6;0.6;1.2;0.7;13;2;0;10.5;5.0;No recurring injuries;Above Average;5.2;77;1.0;0;0;1;0;0;0;0;0;0;0
Ligue 1 McDonald's;Joris Chotard;DM, M (C);24;"5'10""";Weak;Very Strong;6.84;0;2532;1;2532;1.41;1.41;-0.41;0.1;7%;0.094;0.5;0.2;0.2;47%;0;0;0;40;2;4.21;0.1;95%;58.0;0.1;0.7;5.9;0.1;0.0;0.1;0.0;0.1;3;5.3;12.9;1.4;2.4;7.0;72;53;5;0.4;0.7;0.3;26;6;0;12.2;13.0;No recurring injuries;Average;1.5;44;0.1;0;0;0;0;0;0;0;0;0;0
Premier League;Daniel Rivas;D/WB (L);24;"5'10""";Very Weak;Very Weak;6.74;0;1978;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;22;2;2.22;0.1;87%;55.0;0.1;1.1;6.2;1.4;0.1;1.4;0.1;1.2;1;17.6;10.5;1.7;3.0;7.1;62;60;2;0.5;0.9;1.5;44;9;0;11.7;17.6;No recurring injuries;Above Average;4.5;48;0.5;0;0;0;0;0;0;0;0;0;0
Ligue 1 McDonald's;Benjamin Stambouli;DM, M (C);35;"5'11""";Reasonable;Very Strong;6.88;0;2201;0;0;0.31;0.31;-0.31;0.0;0%;0.062;0.2;0.1;0.2;60%;0;0;0;21;3;4.21;0.2;93%;55.8;0.2;1.1;6.2;0.2;0.0;0.2;0.0;0.0;0;7.1;11.5;1.8;2.8;5.5;76;58;4;0.7;1.0;0.4;20;5;0;11.9;13.0;No recurring injuries;Above Average;1.6;53;0.2;0;0;0;0;0;0;0;0;0;0
Bundesliga 2;Umut Tohumcu;DM, M (C);21;"5'9""";Fairly Strong;Very Strong;6.50;0;2595;3;865;3.71;3.71;-0.71;0.1;10%;0.127931034482759;1.0;0.3;0.4;28%;0;0;0;31;4;6.41;0.2;0%;0.0;0.3;0.1;0.0;0.9;0.2;0.0;0.0;0.0;0;12.3;11.8;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;4;4;0;0.0;0.0;No recurring injuries;Above Average;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0
Sky Bet Championship;Callum Styles;D/WB (L), DM, M/AM (LC);26;"5'7""";Very Strong;Fairly Strong;6.88;1;2936;0;0;1.57;1.57;-1.57;0.0;0%;0.104666666666667;0.5;0.1;0.2;20%;0;0;0;39;1;1.63;0.0;90%;55.7;0.0;1.3;7.5;3.0;0.4;1.7;0.3;0.9;3;15.8;13.1;2.1;2.8;6.9;82;85;1;0.4;1.2;0.3;39;1;0;11.5;15.4;No recurring injuries;Below Average;2.8;47;0.2;0;0;0;0;0;0;0;0;0;0
Premier League;Jordan Holsgrove;DM, M (C);26;"5'11""";Very Strong;Weak;6.89;1;2367;1;2367;2.84;2.84;-1.84;0.1;3%;0.0916129032258065;1.2;0.3;0.6;23%;1;0;0;30;3;4.26;0.2;89%;52.2;0.1;1.0;5.6;5.9;1.2;0.2;0.1;0.1;0;5.8;12.0;1.0;2.8;6.0;90;30;1;0.7;1.1;0.2;9;4;0;11.4;10.3;Recurring partially torn calf muscle;Very High;1.9;58;0.2;0;0;0;0;0;0;0;0;0;0
Second Division;Christian Carracedo;M/AM (R);30;"5'10""";Weak;Very Strong;7.23;4;3305;9;367.222222222222;11.42;9.84;-2.42;0.3;11%;0.135952380952381;2.3;1.0;0.7;44%;1;4;75;46;3;7.55;0.2;92%;45.3;0.4;1.6;3.3;4.6;1.1;4.0;1.1;5.1;18;15.8;5.7;1.8;1.8;10.4;92;71;1;0.3;0.5;0.0;39;3;0;11.8;16.7;No recurring injuries;Low;3.7;32;0.1;0;0;0;0;0;0;0;0;0;0
Eredivisie;Kein Sato;AM (RL), ST (C);24;"5'10""";Very Strong;Reasonable;7.09;2;1631;1;1631;4.22;4.22;-3.22;0.2;3%;0.1055;2.2;0.6;0.8;28%;0;0;0;26;3;2.98;0.2;89%;47.5;0.3;1.9;3.7;3.0;0.7;3.0;0.7;5.0;15;17.3;4.6;1.8;2.5;10.6;80;41;0;0.3;0.2;0.0;29;0;0;12.6;18.0;No recurring injuries;Below Average;2.8;35;0.1;0;0;0;0;0;0;0;0;0;0
Ligue 1 McDonald's;CJ Egan-Riley;D (RC), WB (R), DM;23;"6'0""";Weak;Very Strong;6.72;0;2921;1;2921;2.07;2.07;-1.07;0.1;4%;0.08625;0.7;0.2;0.3;29%;0;0;0;41;2;2.61;0.1;92%;55.8;0.1;0.6;3.5;5.0;0.8;2.2;0.5;1.1;0;7.7;10.9;1.3;2.7;4.7;84;50;6;0.6;0.6;0.5;19;3;0;11.3;10.8;No recurring injuries;Average;3.2;78;0.5;0;0;0;0;0;0;0;0;0;0
Premier League;Alan;AM (C), ST (C);26;"5'4""";Reasonable;Very Strong;6.85;1;2934;9;326;9.36;8.55;-0.36;0.3;10%;0.107586206896552;2.7;1.3;1.0;51%;6;2;50;28;6;6.18;0.2;87%;28.1;0.3;1.2;1.1;6.3;1.0;0.4;0.1;1.1;21;19.9;1.7;0.1;0.6;1.2;100;3;0;0.1;0.2;0.0;31;3;0;10.6;6.0;No recurring injuries;Below Average;5.1;20;0.1;0;0;0;0;0;0;0;0;0;0
Jupiler Pro League;Noah Adedeji-Sternberg;M/AM (L);20;"5'11""";Reasonable;Very Strong;7.00;3;1912;6;318.666666666667;4.84;4.84;1.16;0.2;14%;0.11;2.1;1.0;0.5;48%;2;0;0;22;1;2.18;0.1;88%;43.3;0.2;1.6;3.4;2.1;0.4;2.1;0.4;4.2;3;19.5;4.0;1.4;2.1;9.9;76;38;1;0.3;0.5;0.0;20;0;0;11.6;14.1;No recurring injuries;Average;3.7;24;0.0;0;0;0;0;0;0;0;0;0;0
Second Division;Chuki;M/AM (C), ST (C);22;"5'7""";Very Strong;Reasonable;6.76;0;1386;3;462;2.23;2.23;0.77;0.1;12%;0.0857692307692308;1.7;0.7;0.7;42%;1;0;0;22;5;2.77;0.2;88%;42.2;0.3;2.0;3.2;10.3;1.3;0.8;0.1;1.5;5;16.0;10.5;0.6;1.8;5.0;90;10;1;0.2;0.3;0.0;5;0;0;11.9;10.1;No recurring injuries;High;2.5;13;0.0;0;0;0;0;0;0;0;0;0;0
Eredivisie;Kian Fitz-Jim;DM, M/AM (C);22;"5'9""";Reasonable;Very Strong;6.58;0;2384;5;476.8;3.1;3.1;1.9;0.1;22%;0.134782608695652;0.9;0.3;0.2;39%;0;0;0;45;6;7.31;0.3;79%;4.2;0.3;0.3;0.5;0.6;0.2;0.1;0.0;0.1;0;12.5;11.2;0.2;0.2;0.7;100;4;0;0.0;0.0;0.0;1;0;0;0.9;1.3;No recurring injuries;Below Average;0.2;20;0.0;0;0;0;0;0;0;0;0;0;0
Second Division;Jon Bautista;ST (C);30;"5'11""";Reasonable;Very Strong;6.93;2;2468;12;205.666666666667;6.61;6.61;5.39;0.2;17%;0.0944285714285714;2.6;1.3;0.8;51%;2;3;100;34;0;1.6;0.1;87%;31.4;0.2;1.1;0.9;0.8;0.1;0.8;0.1;0.4;14;16.6;2.5;0.4;0.4;1.9;77;13;0;0.1;0.1;0.0;17;2;0;10.7;8.7;No recurring injuries;Average;8.5;31;0.2;0;0;0;0;0;0;0;0;0;0
Second Division;Lalo Aguilar;D (C);23;"6'2""";Reasonable;Very Strong;6.72;1;1046;1;1046;0.77;0.77;0.23;0.1;20%;0.154;0.4;0.1;0.2;20%;0;0;0;13;0;0.15;0.0;92%;42.2;0.1;0.2;1.7;0.0;0.0;0.0;0.0;0.0;0;3.7;10.8;0.7;2.7;2.8;62;13;1;0.7;1.8;0.6;3;1;0;9.5;2.6;No recurring injuries;Above Average;4.6;58;0.7;0;0;0;0;0;0;0;0;0;0
Second Division;Alfonso Herrero;GK;32;"6'0""";Weak;Very Strong;6.86;5;3690;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;51;0;0;0.0;82%;22.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0;7.7;5.3;0.0;0.1;0.0;17;6;0;0.0;4.8;0.0;0;0;0;5.3;0.0;No recurring injuries;Below Average;0.0;0;0.0;11;-0.37;0;74;41;69;27;47;6;17
Second Division;Edward Cedeño;DM, M (C);22;"6'2""";Weak;Very Strong;6.91;1;2686;1;2686;1.16;1.16;-0.16;0.0;8%;0.0892307692307692;0.4;0.0;0.1;8%;0;0;0;25;2;2.45;0.1;88%;51.4;0.0;0.6;4.1;0.1;0.0;0.1;0.0;0.0;1;7.5;10.0;1.5;2.8;6.6;73;60;6;0.5;0.7;0.2;35;9;1;11.6;11.7;No recurring injuries;Below Average;3.3;57;0.4;0;0;0;0;0;0;0;0;0;0
Sky Bet Championship;Chuba Akpom;AM (C), ST (C);30;"6'0""";Weak;Very Strong;6.97;2;3807;11;346.090909090909;13.32;13.32;-2.32;0.3;11%;0.128076923076923;2.5;1.0;0.6;41%;2;1;100;58;8;9.21;0.2;90%;42.4;0.4;1.7;2.6;0.9;0.1;0.9;0.1;1.6;15;18.6;11.3;0.4;1.2;4.6;52;29;0;0.1;0.2;0.0;36;4;0;12.2;12.1;No recurring injuries;Low;3.1;36;0.1;0;0;0;0;0;0;0;0;0;0
Jupiler Pro League;Mohammed Fuseini;AM (RL), ST (C);24;"5'7""";Fairly Strong;Very Strong;6.93;3;2965;11;269.545454545455;7.18;7.18;3.82;0.2;17%;0.113968253968254;1.9;0.6;0.6;32%;3;0;0;49;2;3.83;0.1;90%;43.0;0.3;1.9;3.5;2.7;0.5;2.5;0.5;3.8;15;21.2;4.3;1.5;1.5;8.9;83;58;2;0.2;0.5;0.0;34;0;0;11.6;13.3;No recurring injuries;Above Average;3.4;12;0.0;0;0;0;0;0;0;0;0;0;0
Sky Bet Championship;Ronnie Edwards;D (C);23;"6'1""";Strong;Very Strong;6.74;1;4443;0;0;1.74;1.74;-1.74;0.0;0%;0.10875;0.3;0.1;0.1;19%;1;0;0;48;4;3.04;0.1;93%;43.1;0.2;0.3;2.0;0.0;0.0;0.0;0.0;0.1;1;2.5;17.6;0.6;2.4;2.7;72;43;9;0.7;1.1;0.5;19;4;0;10.2;4.4;No recurring injuries;Low;3.7;62;0.4;0;0;0;0;0;0;0;0;0;0
Second Division;Jorge Sáenz;D (C);29;"6'2""";Reasonable;Very Strong;6.77;2;2723;1;2723;1.12;1.12;-0.12;0.0;7%;0.0746666666666667;0.5;0.1;0.2;27%;0;0;0;25;0;1.08;0.0;95%;42.9;0.0;0.1;2.2;0.1;0.0;0.1;0.0;0.1;0;4.0;10.5;0.6;2.3;3.4;77;22;3;0.7;1.3;0.7;16;1;0;10.3;3.8;No recurring injuries;Below Average;4.3;77;0.6;0;0;0;0;0;0;0;0;0;0
Bundesliga;Mathias Rasmussen;DM, M/AM (C);28;"5'11""";Very Strong;Weak;6.83;1;2652;0;0;0.49;0.49;-0.49;0.0;0%;0.0816666666666667;0.2;0.0;0.1;0%;0;0;0;29;5;5.53;0.2;90%;51.9;0.3;0.9;6.2;0.2;0.0;0.2;0.0;0.2;1;9.1;10.0;1.2;2.6;6.2;75;48;2;0.4;0.7;0.1;15;2;0;11.4;11.9;No recurring injuries;Below Average;1.5;44;0.1;0;0;0;0;0;0;0;0;0;0
Sky Bet Championship;Ross McCrorie;D/WB (R);28;"6'1""";Weak;Very Strong;6.91;1;3643;3;1214.33333333333;3.07;3.07;-0.07;0.1;14%;0.146190476190476;0.5;0.1;0.1;19%;0;0;0;38;1;3.54;0.1;85%;46.3;0.1;1.2;6.3;4.8;1.1;4.8;1.1;3.1;3;16.1;8.5;2.3;3.1;10.2;75;124;2;0.5;1.0;0.9;76;10;0;12.4;24.9;No recurring injuries;Average;4.3;71;0.5;0;0;0;0;0;0;0;0;0;0
Premier League;Zian Flemming;AM (RLC), ST (C);27;"6'1""";Strong;Very Strong;6.52;0;1787;3;595.666666666667;5.4;4.63;-2.4;0.3;11%;0.192857142857143;1.4;0.5;0.5;36%;0;1;0;9;0;1.2;0.1;91%;48.0;0.2;0.7;1.7;0.5;0.1;0.1;0.0;1.1;6;7.3;3.7;0.3;2.0;3.4;75;8;0;0.3;0.2;0.2;15;1;0;12.1;8.1;No recurring injuries;Below Average;3.7;26;0.2;0;0;0;0;0;0;0;0;0;0
Sky Bet Championship;Brodie Spencer;D (RLC), WB (RL);22;"6'0""";Weak;Very Strong;6.77;0;1401;0;0;0.15;0.15;-0.15;0.0;0%;0.0375;0.3;0.1;0.2;25%;0;0;0;16;0;0.77;0.0;89%;45.7;0.3;1.6;4.8;5.8;0.6;5.8;0.6;2.3;1;15.0;11.2;2.3;2.5;9.8;88;41;0;0.6;0.6;1.0;18;3;0;12.3;23.2;No recurring injuries;Low;3.7;44;0.1;0;0;0;0;0;0;0;0;0;0
Eredivisie;Kamal Sowah;M (RC), AM (RLC);26;"5'10""";Very Strong;Weak;6.46;0;1621;1;1621;2.28;2.28;-1.28;0.1;5%;0.108571428571429;1.2;0.4;0.3;33%;2;0;0;16;1;1.57;0.1;92%;2.8;0.2;0.1;0.1;0.0;0.0;0.0;0.0;0.1;2;17.1;9.5;0.0;0.1;0.2;0;0;0;0.0;0.0;0.0;6;4;0;0.7;0.7;No recurring injuries;Below Average;0.4;14;0.0;0;0;0;0;0;0;0;0;0;0
Sky Bet Championship;Ryan Alebiosu;D/WB (R);24;"6'2""";Weak;Very Strong;7.08;5;4085;2;2042.5;1.57;1.57;0.43;0.0;13%;0.098125;0.4;0.1;0.1;31%;0;0;0;43;4;4.64;0.1;86%;46.1;0.2;1.3;5.5;5.6;1.0;5.6;1.0;2.9;6;17.7;9.6;2.3;3.4;9.4;72;148;6;0.6;1.1;0.3;57;5;0;12.2;22.2;No recurring injuries;Below Average;3.4;49;0.2;0;0;0;0;0;0;0;0;0;0
First Division;Pedro Bigas;D (LC), DM;36;"5'11""";Very Strong;Weak;6.83;0;3117;0;0;1.33;1.33;-1.33;0.0;0%;0.102307692307692;0.4;0.1;0.2;38%;1;0;0;38;0;0.52;0.0;93%;43.8;0.0;0.0;2.5;0.1;0.0;0.1;0.0;0.0;0;4.5;11.1;0.5;3.3;2.7;69;26;8;0.6;1.2;1.0;14;3;0;10.2;4.9;No recurring injuries;High;5.4;70;0.7;0;0;0;0;0;0;0;0;0;0
Bundesliga 2;Mateusz Żukowski;M (R), AM (RL), ST (C);24;"6'1""";Weak;Very Strong;6.81;1;1444;4;361;5.41;5.41;-1.41;0.3;8%;0.1082;3.1;1.4;0.9;46%;1;0;0;16;1;1.79;0.1;87%;28.9;0.1;0.9;1.1;0.5;0.2;0.5;0.2;2.1;16;18.0;2.6;0.3;1.2;2.8;50;10;0;0.1;0.4;0.0;19;2;0;11.0;9.7;No recurring injuries;Above Average;6.1;34;0.0;0;0;0;0;0;0;0;0;0;0
Second Division;Álex Calatrava;AM (RC);25;"5'9""";Very Strong;Fairly Strong;6.88;1;2730;4;682.5;9.28;9.28;-5.28;0.3;6%;0.132571428571429;2.3;0.9;0.5;37%;2;0;0;37;8;3.96;0.1;91%;45.9;0.2;1.6;3.2;7.1;1.0;3.4;0.5;4.9;11;14.5;4.8;0.8;2.0;7.9;64;39;0;0.3;0.7;0.0;27;1;0;11.7;14.5;No recurring injuries;Above Average;3.3;46;0.0;0;0;0;0;0;0;0;0;0;0
Eredivisie;Vasilis Barkas;GK;31;"6'5""";Very Strong;Weak;6.79;7;4560;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;69;0;0;0.0;82%;23.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5.6;4.3;0.0;0.0;0.0;20;5;0;0.0;2.5;0.0;4;4;0;6.2;0.0;No recurring injuries;Below Average;0.0;0;0.0;16;5.66;4;74;41;77;33;54;5;20
Jupiler Pro League;Nikolas Sattlberger;DM, M (C);22;"6'4""";Strong;Very Strong;6.81;2;2631;0;0;2.51;2.51;-2.51;0.1;0%;0.1255;0.7;0.1;0.3;15%;0;0;0;33;6;3.68;0.1;90%;52.5;0.2;0.8;3.7;0.1;0.0;0.1;0.0;0.1;0;6.4;10.3;1.1;3.0;5.3;71;45;4;0.7;1.0;0.1;10;2;0;11.5;10.8;No recurring injuries;Average;2.7;62;0.3;0;0;0;0;0;0;0;0;0;0
Second Division;Hugo Novoa;D/WB/M/AM (R);23;"6'0""";Fairly Strong;Very Strong;6.65;1;1054;0;0;0.1;0.1;-0.1;0.0;0%;0.0333333333333333;0.3;0.1;0.2;33%;0;0;0;16;0;0.75;0.1;89%;45.2;0.0;1.6;4.9;6.4;1.1;6.4;1.1;2.8;2;14.9;7.9;2.4;2.6;9.2;88;32;1;0.3;1.4;0.3;10;1;0;11.9;20.8;No recurring injuries;Above Average;3.3;56;0.1;0;0;0;0;0;0;0;0;0;0
Second Division;David Gil;GK;32;"6'1""";Very Strong;Weak;6.94;9;3103;0;0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;45;0;0;0.0;81%;23.5;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0;7.6;4.6;0.0;0.0;0.0;33;3;0;0.0;3.3;0.0;0;0;0;5.5;0.0;No recurring injuries;High;0.0;0;0.0;13;12.34;1;78;23;75;16;32;3;33
Eredivisie;Ricky van Wolfswinkel;AM (L), ST (C);37;"6'1""";Fairly Strong;Very Strong;6.82;1;1126;8;140.75;6.13;6.13;2.19;0.5;16%;0.1226;4.0;1.9;1.1;48%;2;2;100;16;1;2.29;0.2;86%;29.3;0.2;1.0;0.8;0.5;0.0;0.5;0.0;0.8;9;20.5;1.7;0.0;0.8;1.6;0;2;0;0.0;0.2;0.0;10;0;0;10.1;5.9;No recurring injuries;Below Average;8.4;32;0.1;0;0;0;0;0;0;0;0;0;0
Second Division;Aingeru Olabarrieta;M/AM (RL);20;"5'11""";Very Strong;Reasonable;6.96;5;2784;9;309.333333333333;7.4;7.4;1.6;0.2;16%;0.127586206896552;1.9;0.7;0.5;38%;0;3;100;33;3;3.44;0.1;88%;42.9;0.1;1.8;3.7;3.5;0.6;3.4;0.6;3.6;19;15.6;5.1;1.6;2.0;10.2;71;69;2;0.1;0.6;0.0;42;1;0;11.6;14.5;No recurring injuries;High;4.4;24;0.1;0;0;0;0;0;0;0;0;0;0
Premier League;Lucas Pires;D/WB (L), M/AM (R);25;"5'9""";Very Strong;Reasonable;6.70;0;1011;0;0;0.12;0.12;-0.12;0.0;0%;0.03;0.4;0.2;0.2;50%;0;0;0;11;0;1.56;0.1;88%;65.0;0.4;1.3;8.5;4.5;1.1;3.5;0.6;1.7;3;13.6;10.1;1.5;3.6;4.9;89;19;0;0.6;1.5;0.4;5;1;0;13.8;18.6;No recurring injuries;Above Average;3.7;43;0.4;0;0;0;0;0;0;0;0;0;0
Premier League;Chris Rigg;DM, M (C), AM (RC);18;"5'10""";Very Strong;Reasonable;6.76;1;2265;2;1132.5;2.92;2.92;-0.92;0.1;5%;0.0695238095238095;1.7;0.5;1.4;31%;1;0;0;23;2;1.17;0.0;89%;57.3;0.1;0.9;4.8;1.5;0.3;0.6;0.2;0.8;1;7.7;6.3;1.1;2.6;4.2;60;45;5;0.3;0.4;0.2;21;2;0;12.6;14.5;Recurring moderate hamstring strain;Very High;2.3;22;0.0;0;0;0;0;0;0;0;0;0;0
