Division;Club;Player;Best Pos;Sec. Position;Position;Age;Height;Wage;Transfer Value;Left Foot;Right Foot;Rating;PoM;Minutes;Goals;Mins/Gl;Goals per 90 minutes;xG;NP-xG;xG-OP;xG/90;Conv %;xG/shot;Shot/90;ShT/90;Shots From Outside The Box Per 90 minutes;Shot %;Goals From Outside The Box;Pens;Pen/R;Assists;Asts/90;xA;xA/90;Pas %;Ps A/90;Ch C/90;OP-KP/90;Pr passes/90;Crs A/90;Cr C/90;Cr C/A;OP-Crs A/90;OP-Crs C/90;OP-Cr %;Drb/90;Fouls Against;Off;Poss Lost/90;Poss Won/90;Tck/90;Int/90;Pres A/90;Tck R;Tck A;K Tck;Blk/90;Clr/90;Shts Blckd/90;Fouls Made;Yel;Red cards;Dist/90;Sprints/90;Recurring Injury;Injury Susceptibility;Aer A/90;Hdr %;K Hdrs/90;Clean Sheets;xGP;MLG;Sv %;Svh;Svp;Svt;Goals Conceded;Pens Faced;Pens Saved Ratio;Tgls/90;Tcon/90
Premier League;Birmingham;Ethan Laird;D/WB (R);D (L);D (RL), WB (R);25;"5'10""";£30K - £42K p/w;£3.2M;Reasonable;Very Strong;6.74;0;1156;0;0;0.0;0.35;0.35;-0.35;0.0;0%;0.116666666666667;0.2;0.1;0.1;33%;0;0;0;0;0.0;0.74;0.1;90%;66.2;0.2;0.6;7.6;0.9;0.2;16;0.9;0.2;17;3.7;9;0;11.2;13.2;1.9;4.8;9.6;74;34;2;0.5;1.2;0.3;22;4;0;13.0;19.3;Recurring hamstring strain and moderate hamstring strain;Very High;5.1;69;0.8;0;0;1;0;0;0;0;0;0;0;1.6;3.0
First Division;Burgos;David González;M (C);;M (C);24;"5'11""";£6.5K - £8.25K p/w;£750K;Reasonable;Very Strong;6.40;0;1285;0;0;0.0;1.52;1.52;-1.52;0.1;0%;0.152;0.7;0.2;0.3;30%;0;0;0;5;0.4;2.79;0.2;87%;5.7;0.4;0.5;0.6;0.2;0.1;66;0.2;0.1;67;0.4;11;1;13.2;8.0;0.0;0.2;0.4;0;2;0;0.0;0.0;0.0;5;3;0;1.2;0.9;No recurring injuries;Average;0.4;0;0.0;0;0;0;0;0;0;0;0;0;0;0.7;2.0
Serie A;Sassuolo;Ismaël Koné;M (C);AM (C);DM, M/AM (C);24;"6'2""";£14.25K - £16.75K p/w;£10.5M - £13M;Reasonable;Very Strong;6.54;0;1105;0;0;0.0;0.65;0.65;-0.65;0.1;0%;0.13;0.4;0.1;0.2;20%;0;0;0;1;0.1;1.7;0.1;90%;33.8;0.2;0.5;3.8;0.1;0.0;0;0.1;0.0;0;0.2;9;1;7.7;9.0;0.6;1.9;3.2;88;8;1;0.1;0.4;0.2;9;3;0;6.9;7.5;No recurring injuries;Very Low;1.6;70;0.1;0;0;0;0;0;0;0;0;0;0;0.5;1.0
Eredivisie;Go Ahead Eagles;Joris Kramer;D (C);D (L);D (LC);30;"6'2""";£2.3K - £3.3K p/w;£140K - £1.4M;Very Strong;Reasonable;6.78;1;3457;0;0;0.0;1.57;1.57;-1.57;0.0;0%;0.224285714285714;0.2;0.0;0.0;0%;0;0;0;2;0.1;1.44;0.0;87%;43.3;0.1;0.1;1.7;0.0;0.0;0;0.0;0.0;0;0.0;5;0;3.7;14.6;0.4;3.1;2.7;81;21;5;0.6;0.8;0.8;11;5;0;10.0;4.0;No recurring injuries;Below Average;5.8;68;1.0;0;0;0;0;0;0;0;0;0;0;0.9;1.2
First Division;Granada;Diego Hormigo;D (L);D (C), WB (L);D (LC), WB (L);23;"6'0""";£4.4K - £6.5K p/w;£750K - £1.7M;Very Strong;Weak;6.69;0;2403;0;0;0.0;0.05;0.05;-0.05;0.0;0%;0.025;0.1;0.0;0.0;0%;0;0;0;3;0.1;1.18;0.0;87%;55.7;0.3;1.3;7.3;1.2;0.3;27;1.2;0.3;27;0.4;10;1;15.8;11.1;2.2;3.6;6.9;79;73;6;0.8;1.3;0.7;18;0;0;11.7;15.8;No recurring injuries;High;2.8;72;0.3;0;0;0;0;0;0;0;0;0;0;1.1;1.9
Premier League;Birmingham;Jonathan Panzo;D (C);;D (C);26;"6'2""";£20.5K - £28.5K p/w;£450K - £4.4M;Very Strong;Weak;6.66;0;2117;0;0;0.0;0.01;0.01;-0.01;0.0;0%;0.005;0.1;0.1;0.0;100%;0;0;0;0;0.0;0.32;0.0;94%;56.2;0.0;0.2;3.3;0.0;0.0;0;0.0;0.0;0;0.0;1;1;4.4;7.4;0.9;2.5;2.9;69;32;11;1.0;1.8;1.0;15;2;0;10.6;5.4;No recurring injuries;High;3.4;55;0.4;0;0;1;0;0;0;0;0;0;0;1.4;2.8
First Division;Granada;Miguel Ángel Romera;DM;M (C);DM, M (C);25;"5'9""";£4K - £6.25K p/w;£275K - £900K;Very Strong;Weak;6.46;0;1062;0;0;0.0;0.24;0.24;-0.24;0.0;0%;0.08;0.3;0.2;0.0;67%;0;0;0;0;0.0;0.98;0.1;91%;51.3;0.1;0.5;4.5;0.1;0.1;100;0.1;0.1;100;0.1;7;0;8.8;9.4;1.1;2.3;5.8;87;15;0;0.5;0.9;0.4;7;2;0;11.0;10.2;No recurring injuries;High;1.9;74;0.2;0;0;0;0;0;0;0;0;0;0;0.8;1.9
Eredivisie;Sparta Rotterdam;Unax Agote;D (L);;D/WB (L);23;"5'11""";£2.8K - £4.4K p/w;£425K - £4.3M;Very Strong;Reasonable;6.81;3;2170;0;0;0.0;0.15;0.15;-0.15;0.0;0%;0.05;0.1;0.0;0.0;0%;0;0;0;3;0.1;3.28;0.1;88%;55.9;0.2;1.4;6.3;2.2;0.4;17;2.2;0.4;17;0.9;18;4;18.9;9.5;2.2;2.9;6.9;76;71;4;0.5;1.5;0.5;20;1;0;11.6;15.3;No recurring injuries;Above Average;3.2;45;0.3;0;0;0;0;0;0;0;0;0;0;1.0;1.0
Ligue 2 BKT;Rodez;Raphaël Lipinski;D (C);D/WB (L);D (LC), WB (L);24;"5'11""";£4.9K - £6.5K p/w;£50K - £500K;Very Strong;Weak;6.77;0;2259;0;0;0.0;0.59;0.59;-0.59;0.0;0%;0.0842857142857143;0.3;0.0;0.1;14%;0;0;0;2;0.1;1.7;0.1;91%;43.2;0.1;0.4;2.2;0.4;0.2;40;0.4;0.2;40;0.1;11;0;3.3;15.2;0.7;3.1;3.2;95;19;2;0.6;1.0;0.4;10;2;0;10.3;4.9;No recurring injuries;Above Average;3.5;66;0.4;0;0;0;0;0;0;0;0;0;0;0.8;1.0
First Division;Granada;Manu Lama;D (C);;D (C);26;"6'4""";£6K - £10K p/w;£160K;Weak;Very Strong;6.59;0;2096;0;0;0.0;0.45;0.45;-0.45;0.0;0%;0.075;0.3;0.0;0.2;0%;0;0;0;0;0.0;0.36;0.0;91%;40.8;0.0;0.0;1.6;0.1;0.0;0;0.1;0.0;0;0.0;6;1;4.0;12.5;0.6;2.7;3.3;72;18;7;0.8;1.2;0.8;9;3;0;10.1;4.6;No recurring injuries;Above Average;5.1;78;0.7;0;0;0;0;0;0;0;0;0;0;1.1;1.8
Ligue 2 BKT;Pau FC;Rayan Touzghar;M (C);AM (C);DM, M/AM (C);23;"6'0""";£2.8K - £3.8K p/w;£190K - £1.9M;Very Strong;Weak;6.81;1;1286;0;0;0.0;1.02;1.02;-1.02;0.1;0%;0.102;0.7;0.0;0.1;0%;0;0;0;2;0.1;2.49;0.2;92%;53.3;0.3;0.7;6.6;10.6;2.0;18;0.1;0.0;0;0.3;4;0;6.6;13.1;1.3;2.4;5.9;86;22;2;0.3;0.6;0.1;8;3;0;12.2;11.8;No recurring injuries;Below Average;1.9;48;0.1;0;0;0;0;0;0;0;0;0;0;0.6;0.8
Serie A;Genoa;Justin Bijlow;GK;;GK;29;"6'2""";£38K - £44.5K p/w;£33M - £48M;Weak;Very Strong;6.81;2;2628;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;91%;25.8;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;11;0;7.6;3.3;0.0;0.0;0.0;33;3;0;0.0;1.4;0.0;0;0;0;5.6;0.0;No recurring injuries;Very Low;0.0;0;0.0;9;0.82;0;78;34;63;16;34;3;33;0.9;1.1
Eredivisie;RKC Waalwijk;Yanick van Osch;GK;;GK;30;"6'0""";£1.8K - £2.8K p/w;£16K - £160K;Very Weak;Very Strong;6.79;2;1048;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;81%;24.2;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;1;0;8.2;2.6;0.0;0.0;0.0;0;1;0;0.0;4.6;0.0;0;0;0;4.9;0.0;No recurring injuries;Below Average;0.0;0;0.0;4;1.55;0;72;10;14;10;13;1;0;0.9;1.1
Serie A;U.S. Lecce;Oumar Ngom;DM, M (C);;DM, M (C);23;"6'3""";£5.5K - £8.5K p/w;£2.1M - £4.6M;Reasonable;Very Strong;6.76;1;1918;0;0;0.0;0.61;0.61;-0.61;0.0;0%;0.0469230769230769;0.6;0.0;0.3;8%;1;0;0;1;0.0;1.88;0.1;93%;53.0;0.1;0.5;4.5;0.0;0.0;0;0.0;0.0;0;0.4;11;1;9.0;10.1;1.0;2.5;5.8;88;24;0;0.7;0.8;0.2;21;7;0;11.7;12.0;No recurring injuries;Very Low;2.8;55;0.4;0;0;0;0;0;0;0;0;0;0;0.7;1.2
Premier League;Newcastle;Tino Livramento;D (R);D (LC), WB/AM (R);D (RLC), WB/AM (R);24;"6'1""";£125K - £140K p/w;£72M - £85M;Fairly Strong;Very Strong;6.96;1;2806;0;0;0.0;1.61;1.61;-1.61;0.1;0%;0.146363636363636;0.4;0.1;0.1;18%;0;0;0;5;0.2;3.42;0.1;92%;75.9;0.3;1.0;9.1;1.5;0.5;35;1.5;0.5;35;1.1;14;3;8.8;12.5;1.9;4.1;7.5;79;73;8;0.5;0.9;0.5;20;3;0;12.6;14.9;No recurring injuries;Below Average;3.7;53;0.3;0;0;0;0;0;0;0;0;0;0;2.1;0.8
Sky Bet Championship;Cardiff;Joel Bagan;D (L);D (C), WB (L);D (LC), WB (L);25;"6'2""";£16.25K - £19K p/w;£425K - £4.2M;Very Strong;Weak;7.03;5;3466;0;0;0.0;0.04;0.04;-0.04;0.0;0%;0.0133333333333333;0.1;0.0;0.1;0%;0;0;0;4;0.1;2.81;0.1;89%;56.0;0.1;1.4;7.4;2.8;0.5;18;2.8;0.5;19;1.1;31;1;16.5;12.0;2.1;3.6;7.4;87;92;3;0.6;1.2;0.6;33;3;0;12.0;16.2;No recurring injuries;Below Average;3.1;53;0.2;0;0;0;0;0;0;0;0;0;0;1.2;1.3
Ligue 1 McDonald's;Saint-Étienne;Pierre Ekwah;DM;;DM, M (C);25;"6'1""";£23K - £26.5K p/w;£475K - £4.8M;Very Strong;Reasonable;6.77;0;1748;0;0;0.0;0.42;0.42;-0.42;0.0;0%;0.07;0.3;0.1;0.1;33%;0;0;0;0;0.0;1.13;0.1;89%;53.0;0.3;0.8;6.0;0.1;0.1;100;0.1;0.1;100;0.3;16;0;7.8;10.8;1.1;2.3;6.3;76;29;0;0.7;0.8;0.3;17;4;0;11.3;10.2;No recurring injuries;Below Average;3.3;48;0.7;0;0;0;0;0;0;0;0;0;0;0.7;1.5
Sky Bet Championship;Southampton;Taylor Harwood-Bellis;D (C);;D (C);25;"6'2""";£28.5K - £40.5K p/w;£7.4M - £12M;Reasonable;Very Strong;6.82;0;2663;0;0;0.0;0.61;0.61;-0.61;0.0;0%;0.122;0.2;0.0;0.0;20%;0;0;0;2;0.1;1.02;0.0;94%;47.6;0.1;0.1;2.0;0.1;0.0;0;0.1;0.0;0;0.1;3;0;2.9;14.8;0.6;2.9;3.7;71;24;2;0.5;0.6;0.7;11;1;0;9.9;4.6;No recurring injuries;Above Average;4.3;71;1.0;0;0;0;0;0;0;0;0;0;0;1.3;1.1
Second Division;Leonesa;Retu;D (L);;D (LC);25;"6'1""";£2.2K - £3.2K p/w;£100K - £1M;Very Strong;Reasonable;6.97;1;2451;0;0;0.0;1.66;1.66;-1.66;0.1;0%;0.237142857142857;0.3;0.1;0.0;29%;0;0;0;0;0.0;0.88;0.0;88%;56.8;0.0;1.2;6.9;2.0;0.2;9;2.0;0.2;9;0.8;17;3;16.2;9.5;2.1;3.2;7.2;80;70;4;0.4;1.3;0.9;26;1;0;11.6;15.5;No recurring injuries;Below Average;3.8;68;0.8;0;0;1;0;0;0;0;0;0;0;0.8;1.0
Ligue 2 BKT;Pau FC;Noah Raveyre;GK;;GK;21;"6'4""";£2.9K - £4.2K p/w;£375K - £3.9M;Weak;Very Strong;6.58;1;2610;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;83%;25.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;11;0;8.1;3.4;0.0;0.0;0.0;17;6;0;0.0;3.0;0.0;1;1;0;5.3;0.0;No recurring injuries;Below Average;0.0;0;0.0;9;5.95;2;73;9;57;17;31;6;17;0.9;1.1
Premier League;VIZ;Antonio Gomis;GK;;GK;23;"6'3""";£1.8K - £2.6K p/w;£1.6M - £3.6M;Very Strong;Weak;6.47;1;2610;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;86%;23.2;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;8;0;6.9;3.1;0.0;0.0;0.0;0;3;0;0.0;3.9;0.0;3;3;0;5.1;0.0;No recurring injuries;Average;0.0;0;0.0;3;-4.74;2;66;29;56;12;48;3;0;0.7;1.7
First Division;Vigo;Hugo Álvarez;WB (L);M/AM (L);WB/M/AM (L);23;"5'9""";£37.5K - £42.5K p/w;£33M - £39M;Fairly Strong;Very Strong;6.95;2;1728;0;0;0.0;0.99;0.99;-0.99;0.1;0%;0.141428571428571;0.4;0.1;0.1;29%;0;0;0;1;0.1;1.37;0.1;88%;52.2;0.1;1.8;5.5;7.4;1.4;18;6.1;1.0;17;4.2;19;2;17.2;9.6;2.5;3.3;9.1;77;62;2;0.3;0.6;0.4;29;1;0;12.1;23.8;No recurring injuries;Low;3.6;53;0.4;0;0;0;0;0;0;0;0;0;0;1.1;1.4
First Division;Vigo;Damián;M (C);;DM, M (C);24;"5'11""";£28K - £34.5K p/w;£4.5M - £5.4M;Very Strong;Weak;6.88;0;1621;0;0;0.0;0.7;0.7;-0.7;0.0;0%;0.0875;0.4;0.1;0.3;13%;0;0;0;2;0.1;3.98;0.2;95%;42.2;0.4;1.3;4.7;0.3;0.1;40;0.3;0.1;40;0.1;10;1;9.6;10.7;1.2;1.9;4.1;69;32;2;0.3;0.4;0.0;5;1;0;7.6;7.6;No recurring injuries;Low;0.6;60;0.0;0;0;0;0;0;0;0;0;0;0;1.2;1.0
Premier League;Ipswich;Arijanet Murić;GK;;GK;28;"6'6""";£77K - £87K p/w;£14.5M - £20M;Weak;Very Strong;6.94;3;2970;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;75%;20.3;0.0;0.0;1.0;0.0;0.0;0;0.0;0.0;0;0.0;0;0;10.3;7.8;0.1;0.5;0.0;29;7;2;0.0;8.3;0.0;0;0;0;5.5;0.1;No recurring injuries;Below Average;0.0;0;0.0;3;1.24;1;76;65;110;25;65;7;29;0.9;2.0
Sky Bet Championship;Leicester;Jakub Stolarczyk;GK;;GK;26;"6'4""";£24.5K - £27.5K p/w;£7.6M;Fairly Strong;Very Strong;6.72;2;3379;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;84%;23.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;14;0;5.7;4.4;0.1;0.1;0.0;38;8;0;0.0;1.9;0.0;0;0;0;5.8;0.0;No recurring injuries;Below Average;0.0;0;0.0;6;0.11;0;74;32;81;18;49;8;38;1.0;1.3
Sky Bet Championship;Watford;Jeremy Ngakia;D (R);WB (R);D/WB (R);26;"6'0""";£9.25K - £12.5K p/w;£2.8M - £6M;Reasonable;Very Strong;6.89;0;1833;0;0;0.0;0.66;0.66;-0.66;0.0;0%;0.0825;0.4;0.0;0.2;0%;0;0;0;3;0.1;1.73;0.1;88%;55.6;0.2;0.9;7.2;1.4;0.4;31;1.4;0.4;31;1.0;14;3;15.0;10.8;1.2;2.7;7.2;52;46;2;0.5;0.8;0.5;18;0;0;11.5;16.1;No recurring injuries;High;3.6;64;0.3;0;0;0;0;0;0;0;0;0;0;0.9;1.6
Eredivisie;Feyenoord;Jerry St. Juste;D (C);D (R);D (RC);30;"6'1""";£7.75K - £12.75K p/w;£3.3M - £7M;Reasonable;Very Strong;6.68;0;1010;0;0;0.0;0.39;0.39;-0.39;0.0;0%;0.13;0.3;0.0;0.1;0%;0;0;0;0;0.0;0.48;0.0;94%;46.6;0.1;0.1;2.5;0.0;0.0;0;0.0;0.0;0;0.0;1;0;2.8;14.5;0.5;2.7;2.5;60;10;0;0.1;1.2;0.1;6;5;0;10.4;3.8;Recurring moderately sprained ankle ligaments, dislocated shoulder and partially torn hamstring;Very High;3.0;56;0.3;0;0;0;0;0;0;0;0;0;0;1.0;1.2
Jupiler Pro League;RWDM Brussels;Madiou Keïta;D (C);;D (C);22;"6'2""";£1.4K - £2K p/w;£28K - £275K;Very Strong;Weak;6.80;1;2125;0;0;0.0;1;1;-1;0.0;0%;0.1;0.4;0.1;0.2;30%;1;0;0;1;0.0;2.06;0.1;88%;43.5;0.0;0.2;2.5;0.0;0.0;0;0.0;0.0;0;0.0;5;0;3.9;14.2;0.4;2.8;2.4;64;14;1;0.7;1.1;0.7;5;0;0;9.8;3.3;No recurring injuries;Below Average;6.8;69;1.4;0;0;0;0;0;0;0;0;0;0;1.3;1.0
Bundesliga;Borussia M'gladbach;Fabio Chiarodia;D (C);D (L);D (LC);21;"6'1""";£40K - £57K p/w;£3.8M - £6.2M;Very Strong;Weak;6.92;0;2610;0;0;0.0;0.16;0.16;-0.16;0.0;0%;0.08;0.1;0.0;0.0;0%;0;0;0;0;0.0;0.45;0.0;92%;42.2;0.0;0.2;2.4;0.0;0.0;0;0.0;0.0;0;0.0;10;0;3.3;12.9;0.4;3.3;2.7;93;14;1;0.6;0.7;0.9;7;2;0;10.0;3.9;No recurring injuries;Above Average;5.4;68;1.1;0;0;0;0;0;0;0;0;0;0;0.9;1.3
First Division;Levante;Bart Nieuwkoop;D (R);;D/WB (R);31;"5'11""";£12.75K - £21.5K p/w;£220K - £2.2M;Weak;Very Strong;6.60;0;1063;0;0;0.0;0.09;0.09;-0.09;0.0;0%;0.09;0.1;0.1;0.1;100%;0;0;0;1;0.1;0.08;0.0;91%;57.9;0.1;0.9;7.3;2.1;0.5;24;2.1;0.5;24;0.9;8;3;16.7;8.8;1.7;3.6;6.6;77;26;0;0.4;1.4;0.6;22;2;0;11.7;15.9;No recurring injuries;High;4.7;70;0.5;0;0;0;0;0;0;0;0;0;0;0.8;1.6
Bundesliga 2;SSV Jahn Regensburg;Steven Benda;GK;;GK;28;"6'4""";£8.5K - £11.25K p/w;£80K - £800K;Weak;Very Strong;6.67;2;2550;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;74%;24.1;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;13;0;10.2;3.1;0.0;0.0;0.0;0;2;0;0.0;3.0;0.0;1;1;0;5.3;0.0;No recurring injuries;High;0.0;0;0.0;6;5.56;0;73;22;53;15;32;2;0;0.9;1.1
Sky Bet Championship;Stoke;Brandon Williams;D (L);;D/WB (RL);26;"6'0""";£7.25K - £9.75K p/w;£35K - £375K;Fairly Strong;Very Strong;6.67;0;1453;0;0;0.0;0;0;0;0.0;0%;0;0.1;0.1;0.1;100%;0;0;0;0;0.0;0.63;0.0;87%;55.2;0.1;1.1;6.5;1.5;0.5;32;1.5;0.5;32;0.6;12;0;18.2;8.5;1.2;3.5;7.5;79;24;0;0.7;1.1;0.6;28;6;0;11.3;15.0;No recurring injuries;Low;3.2;62;0.3;0;0;0;0;0;0;0;0;0;0;0.9;1.5
Ligue 1 McDonald's;Paris FC;Arthur;D (R);;D/WB (R);24;"5'9""";£22.5K - £31K p/w;£1.4M - £3.1M;Reasonable;Very Strong;6.78;0;1443;0;0;0.0;0.54;0.54;-0.54;0.0;0%;0.108;0.3;0.1;0.1;40%;0;0;0;1;0.1;0.8;0.0;86%;50.6;0.0;0.7;6.9;3.5;0.3;8;2.5;0.3;13;1.2;19;1;13.2;11.3;2.0;3.4;7.7;78;41;2;0.6;0.8;0.2;26;3;0;10.6;16.0;No recurring injuries;High;3.9;38;0.3;0;0;0;0;0;0;0;0;0;0;1.2;0.7
Ligue 2 BKT;Laval MFC;Gabin Blancquart;D (C);D (R);D (RC);23;"6'4""";£2.9K - £4.1K p/w;£180K - £1.8M;Weak;Very Strong;6.72;0;2522;0;0;0.0;2.72;2.72;-2.72;0.1;0%;0.0824242424242424;1.2;0.1;0.4;12%;0;0;0;0;0.0;0.67;0.0;92%;41.2;0.1;0.1;1.7;0.1;0.0;33;0.1;0.0;33;0.0;4;0;4.0;14.6;0.5;3.0;2.8;68;19;1;0.9;1.2;1.0;14;3;0;9.7;3.3;No recurring injuries;Below Average;5.8;58;1.1;0;0;0;0;0;0;0;0;0;0;0.6;1.1
Sky Bet Championship;Millwall;Tygo Land;M (C);AM (C);DM, M/AM (C);21;"5'7""";£7K - £8K p/w;Not for Sale;Reasonable;Very Strong;6.88;0;2679;0;0;0.0;0.79;0.79;-0.79;0.0;0%;0.079;0.3;0.1;0.2;20%;0;0;0;7;0.2;6.11;0.2;92%;55.3;0.5;0.9;6.0;1.6;0.2;10;0.2;0.0;0;0.2;17;1;5.6;12.3;1.1;2.3;5.5;70;47;1;0.5;0.7;0.2;10;0;0;11.5;11.4;No recurring injuries;Below Average;1.6;62;0.1;0;0;0;0;0;0;0;0;0;0;1.3;1.3
Bundesliga;Sport-Club Freiburg;Max Rosenfelder;D (C);D (R);D (RC);24;"6'1""";£16.75K - £23.5K p/w;£950K - £9.6M;Reasonable;Very Strong;6.73;0;2087;0;0;0.0;0.15;0.15;-0.15;0.0;0%;0.075;0.1;0.0;0.1;50%;0;0;0;0;0.0;0.6;0.0;94%;45.5;0.0;0.0;2.3;0.0;0.0;100;0.0;0.0;100;0.0;6;1;3.1;13.1;0.7;3.0;3.4;74;23;1;0.7;0.9;0.7;16;3;0;9.9;2.8;No recurring injuries;High;3.9;58;0.9;0;0;0;0;0;0;0;0;0;0;0.9;0.9
Ligue 1 McDonald's;Strasbourg;Andrew Omobamidele;D (C);;D (C);24;"6'3""";£10.25K - £12K p/w;£1.2M - £4.7M;Reasonable;Very Strong;6.88;1;3420;0;0;0.0;2.5;2.5;-2.5;0.1;0%;0.1;0.7;0.0;0.4;4%;0;0;0;1;0.0;0.68;0.0;94%;46.6;0.1;0.3;1.9;0.0;0.0;0;0.0;0.0;0;0.1;9;0;3.7;14.5;0.3;3.1;2.2;87;15;2;0.8;1.0;0.6;11;6;0;10.3;4.3;No recurring injuries;Low;4.8;67;0.9;0;0;1;0;0;0;0;0;0;0;1.1;1.1
Jupiler Pro League;Standard;Marlon Fossey;D/WB (R);;D/WB (R);28;"5'10""";£8.25K - £12.75K p/w;£300K - £3M;Reasonable;Very Strong;6.92;4;2459;0;0;0.0;0.51;0.51;-0.51;0.0;0%;0.1275;0.1;0.0;0.0;25%;0;0;0;1;0.0;1.85;0.1;85%;43.6;0.1;1.4;4.0;4.2;0.5;11;4.2;0.5;11;3.9;26;1;15.8;9.4;2.6;2.6;9.2;81;89;6;0.8;1.6;0.4;16;2;0;12.9;27.0;No recurring injuries;Below Average;3.6;56;0.3;0;0;0;0;0;0;0;0;0;0;1.1;1.0
First Division;Villarreal;Santiago Mouriño;D (R);;D (RC);25;"6'1""";£40K - £46K p/w;£36M - £53M;Reasonable;Very Strong;6.83;1;1702;0;0;0.0;0.92;0.92;-0.92;0.0;0%;0.115;0.4;0.0;0.1;0%;0;0;0;3;0.2;2.56;0.1;90%;59.2;0.1;0.9;7.9;0.6;0.1;18;0.6;0.1;18;0.5;13;0;9.7;14.6;1.9;3.5;6.4;90;39;1;0.4;0.9;0.4;38;6;2;11.0;12.6;No recurring injuries;Average;3.3;79;0.5;0;0;0;0;0;0;0;0;0;0;1.5;1.2
Sky Bet Championship;West Brom;Josh Griffiths;GK;;GK;25;"6'5""";£3.3K - £4.4K p/w;£2.5M - £5.4M;Weak;Very Strong;6.90;7;3900;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;83%;24.9;0.0;0.0;0.1;0.0;0.0;0;0.0;0.0;0;0.0;16;0;7.5;4.2;0.0;0.0;0.0;40;5;0;0.0;3.6;0.0;0;0;0;5.5;0.0;No recurring injuries;Low;0.0;0;0.0;13;9.44;0;76;44;71;25;44;5;40;1.0;1.0
Eredivisie;Go Ahead Eagles;Melle Meulensteen;DM;M (C);D (C), DM, M (C);27;"6'1""";£4.5K - £6.5K p/w;£650K - £6.8M;Weak;Very Strong;6.91;1;3369;0;0;0.0;1.31;1.31;-1.31;0.0;0%;0.081875;0.4;0.1;0.2;19%;0;0;0;4;0.1;5.25;0.1;90%;52.2;0.4;0.8;4.3;0.1;0.0;0;0.1;0.0;0;0.1;23;1;6.5;12.5;1.1;2.2;6.0;77;53;4;0.6;1.2;0.2;28;4;0;11.4;11.6;No recurring injuries;Below Average;2.9;61;0.5;0;0;0;0;0;0;0;0;0;0;0.9;1.2
Sky Bet Championship;Blackburn;Harry Pickering;D (L);D (C), WB (L);D (LC), WB (L);28;"6'1""";£10.75K - £14.75K p/w;£3M - £6.4M;Very Strong;Weak;6.86;1;2911;0;0;0.0;0.45;0.45;-0.45;0.0;0%;0.09;0.2;0.0;0.0;0%;1;0;0;3;0.1;4.09;0.1;90%;53.9;0.2;1.1;6.8;3.8;0.5;13;2.8;0.4;14;0.7;26;2;13.0;9.9;1.6;3.3;8.0;76;68;5;0.7;1.0;0.5;44;2;0;12.3;19.7;No recurring injuries;Low;3.2;49;0.3;0;0;0;0;0;0;0;0;0;0;1.1;1.2
Sky Bet Championship;Sunderland;Mattes Hansen;DM;D/M (C);D (C), DM, M (C);22;"6'0""";£32.5K - £44.5K p/w;£5.4M - £8.8M;Reasonable;Very Strong;6.87;1;1105;0;0;0.0;0.52;0.52;-0.52;0.0;0%;0.0866666666666667;0.5;0.0;0.0;0%;0;0;0;2;0.2;2.69;0.2;91%;50.9;0.3;0.9;6.5;1.1;0.2;15;1.1;0.2;15;0.7;9;0;9.8;10.3;1.2;2.4;6.1;63;24;0;0.2;0.4;0.3;11;1;0;12.4;14.7;No recurring injuries;Above Average;2.8;65;0.4;0;0;0;0;0;0;0;0;0;0;1.1;0.5
Eredivisie;N.E.C.;Anselmo García Mac Nulty;D (C);D (L);D (LC);24;"6'2""";£2.8K - £4.3K p/w;£550K - £5.2M;Very Strong;Weak;6.65;0;2160;0;0;0.0;1.74;1.74;-1.74;0.1;0%;0.133846153846154;0.5;0.1;0.2;15%;0;0;0;0;0.0;2.73;0.1;86%;41.1;0.1;0.0;1.8;0.0;0.0;0;0.0;0.0;0;0.0;8;0;3.5;15.9;0.7;2.1;2.8;81;21;2;0.5;1.3;0.8;17;3;0;10.1;3.5;No recurring injuries;Below Average;5.2;74;1.4;0;0;0;0;0;0;0;0;0;0;1.0;1.3
